NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
13 0.009397506713867188 11 0.009397506713867188 0.9997970367363507 0.17146862298250198 0.013181 0.035689 0.054805984619274536 0.28500841232618446 0.0011982727272727273 0.0020605785639431023 0.003244454545454545 0.0020990275540657567
