SRC DEST FILE SIZE(MB) TOTAL(S) STIME(S) UTIME(S)
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111234857_2_o_37754_06.w.fits 32.02789306640625 0.02284 0.0 0.02284
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111265053_2_o_38612_06.w.fits 32.02789306640625 0.022969 0.0 0.022969
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111274755_2_o_38996_06.w.fits 32.02789306640625 0.022486999999999993 0.0 0.022486999999999993
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111284696_2_o_39396_06.w.fits 32.02789306640625 0.022147 0.0 0.022147
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111294943_2_o_39822_06.w.fits 32.02789306640625 0.022806999999999994 0.003800999999999999 0.019005999999999995
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111304878_2_o_40204_06.w.fits 32.02789306640625 0.022551 0.0 0.022551
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111234857_2_o_37754_06.w.weight.fits 16.00433349609375 0.015720999999999992 0.003929999999999996 0.011790999999999996
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111265053_2_o_38612_06.w.weight.fits 16.00433349609375 0.01588600000000001 0.0 0.01588600000000001
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111274755_2_o_38996_06.w.weight.fits 16.00433349609375 0.015139999999999987 0.0 0.015139999999999987
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111284696_2_o_39396_06.w.weight.fits 16.00433349609375 0.015290999999999999 0.0 0.015290999999999999
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111294943_2_o_39822_06.w.weight.fits 16.00433349609375 0.015533000000000019 0.0 0.015533000000000019
/global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp//input /var/opt/cray/dws/mounts/batch/25904369_striped_scratch//input PTF201111304878_2_o_40204_06.w.weight.fits 16.00433349609375 0.015453999999999996 0.0 0.015453999999999996
