NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
14 0.009613990783691406 11 0.009613990783691406 0.9997024104751513 0.10673909401521087 0.025157999999999996 0.018489 0.09007000548759916 0.40891297047902686 0.0022870909090909088 0.0018828948167407256 0.0016808181818181818 0.002010052527581397
