SRC DEST FILE SIZE(MB) TOTAL(S) UTIME(S) STIME(S)
/var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/ /var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/ /var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/resamp 0.0 0.0 0.0 0.0
/var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/ /var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/ /var/opt/cray/dws/mounts/batch/26813106_striped_scratch//swarp-scaling.batch.16c.0f.26813106//2/1 0.0 0.0 0.0 0.0
