NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 99.55853366851807 10 99.55853366851807 1.0 0.6592617839341983 0.004406 0.119423 151.01517499527185 0.18782978631195693 0.00044060000000000003 0.001393299537070188 0.0119423 0.01670189162307338
