SRC DEST FILE SIZE(MB) TOTAL(S) UTIME(S) STIME(S)
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/output.resample.26813108.2 0.0 0.007254999999999999 0.0 0.007254999999999999
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/error.resample.26813108.2 0.0 0.004018000000000001 0.0 0.004018000000000001
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/resample.xml 0.023351669311523438 0.004371999999999999 0.0 0.004371999999999999
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/stat.resample.26813108.2.xml 0.5322580337524414 0.004406 0.004406 0.0
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/output.combine.26813108.2 0.0 0.004116000000000002 0.0 0.004116000000000002
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/error.combine.26813108.2 0.0 0.003887999999999999 0.0 0.003887999999999999
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/coadd.fits 49.4439697265625 0.042664999999999995 0.0 0.042664999999999995
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/coadd.weight.fits 49.4439697265625 0.044239 0.0 0.044239
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/combine.xml 0.024936676025390625 0.004638000000000003 0.0 0.004638000000000003
2/ /global/cscratch1/sd/lpottier/workflow-io-bb/real-workflows/swarp/swarp-debug-16C-50B-1_4W-0F-16-12/swarp-run-2N-0F.EbPnaP/swarp-scaling.batch.16c.0f.26813108//1/2/ 2/stat.combine.xml.26813108.2 0.09004783630371094 0.004232 0.0 0.004232
