ID AVG WORKFLOW PLATFORM PIPELINE CORES FILES DATA_MB LATENCY BANDWITH SIMULATION_S MEASURED_MKSP_S ERR_MKSP MEASURED_WALLTIME_S ERR_WALLTIME
28183969 4 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 129.054 133.786 0.0353676 167.455 0.22932
28183969 5 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 135.002 145.579 0.0726569 205.041 0.341587
28183969 6 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 137.186 151.545 0.0947491 191.3 0.282877
28183969 7 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 125.439 131.71 0.0476074 171.183 0.267222
28183969 8 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 127.353 131.459 0.0312347 171.516 0.257486
28183969 9 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 124.548 127.095 0.0200396 163.821 0.239727
28183969 10 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 125.042 129.96 0.0378487 143.028 0.125756
28183969 11 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 127.792 133.376 0.0418675 178.103 0.282483
28183969 12 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 124.986 129.208 0.0326779 163.836 0.237128
28183969 13 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 125.631 129.517 0.0299981 163.288 0.230616
28183969 14 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 131.009 137.556 0.0475953 163.883 0.200594
28183969 15 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 128.22 134.053 0.0435094 151.605 0.154246
28183958 1 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 123.16 123.981 0.00662147 142.834 0.137743
28183958 2 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 127.617 130.898 0.0250669 154.211 0.172454
28183958 3 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 124.327 127.17 0.0223565 149.029 0.165753
28183958 4 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 125.725 130.132 0.0338617 136.139 0.0764955
28183958 5 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 123.824 126.257 0.0192702 136.025 0.0896972
28183958 6 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 122.541 125.102 0.0204715 147.714 0.170416
28183958 7 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 140.988 156.554 0.0994313 170.612 0.173633
28183958 8 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 137.997 151.371 0.088352 173.946 0.206667
28183958 9 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 127.862 134.83 0.051686 166.833 0.233598
28183958 10 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 124.48 126.736 0.0178035 138.973 0.104292
28183958 11 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 122.946 125.895 0.0234256 185.499 0.337217
28183958 12 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 126.259 130.345 0.0313416 144.858 0.128389
28183958 13 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 120.635 122.543 0.0155709 141.373 0.146691
28183958 14 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 125.913 129.286 0.0260891 172.957 0.271997
28183958 15 swarp-0.dax cori.xml 1 1 20 480.322 0.117647 2.32143 122.546 123.846 0.0104971 171.146 0.283965
28183919 1 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.847 116.979 0.0182238 127.433 0.0987655
28183919 2 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 115.181 118.519 0.0281693 147.922 0.221341
28183919 3 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 113.868 115.232 0.0118382 127.705 0.108353
28183919 4 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.915 116.136 0.0105161 140.877 0.184288
28183919 5 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.083 113.676 0.00358297 120.171 0.0506585
28183919 6 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.137 114.811 0.00586715 122.434 0.0677646
28183919 7 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 113.914 114.068 0.00135224 154.355 0.262003
28183919 8 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 113.822 113.208 0.00542014 119.434 0.0469883
28183919 9 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.509 114.185 0.00283258 131.117 0.126667
28183919 10 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.304 113.987 0.00278171 125.798 0.091369
28183919 11 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 115.082 116.311 0.0105641 158.211 0.2726
28183919 12 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.696 116.651 0.0167583 130.478 0.120956
28183919 13 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 114.478 115.729 0.0108081 136.194 0.15945
28183919 14 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 124.158 129.372 0.0402999 163.857 0.242278
28183919 15 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 124.352 137.279 0.0941675 154.823 0.196816
28183937 1 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 135.798 146.19 0.0710869 175.901 0.227986
28183937 2 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 132.178 142.605 0.0731161 160.808 0.178038
28183937 3 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 131.281 139.059 0.0559388 151.194 0.131708
28183937 4 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 132.887 141.718 0.0623112 166.461 0.201693
28183937 5 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 139.327 153.198 0.0905472 163.826 0.149544
28183937 6 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 136.013 148.184 0.0821326 161.212 0.156308
28183937 7 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 136.881 150.025 0.0876109 156.935 0.127784
28183937 8 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 234.827 302.577 0.22391 313.415 0.250748
28183937 9 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 229.631 290.211 0.208743 314.609 0.270106
28183937 10 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 144.876 161.865 0.104958 174.553 0.170018
28183937 11 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 143.646 161.757 0.11196 169.759 0.153824
28183937 12 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 142.932 158.4 0.0976537 176.859 0.191829
28183937 13 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 133.704 145.055 0.078253 165.629 0.192749
28183937 14 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 133.093 142.339 0.0649537 162.283 0.179868
28183937 15 swarp-0.dax cori.xml 1 1 40 1035.35 0.117647 2.32143 131.485 140.253 0.0625157 177.672 0.25996
28183953 1 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 123.106 127.334 0.0332016 147.098 0.163105
28183953 2 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.225 122.313 0.00889337 147.84 0.180022
28183953 3 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.3 123.776 0.0119312 165.7 0.261924
28183953 4 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.67 124.547 0.0231016 146.401 0.168928
28183953 5 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 123.474 126.481 0.0237803 156.464 0.210849
28183953 6 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 123.075 127.255 0.0328439 158.692 0.22444
28183953 7 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 125.688 129.29 0.0278596 140.436 0.105016
28183953 8 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 136.495 146.971 0.0712801 183.117 0.254605
28183953 9 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 135.689 149.957 0.0951479 192.173 0.293923
28183953 10 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 127.52 136.565 0.0662301 156.684 0.186131
28183953 11 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 125.175 129.3 0.0318997 140.277 0.107658
28183953 12 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.101 123.94 0.0229044 159.304 0.239814
28183953 13 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 123.421 126.838 0.0269413 140.052 0.118752
28183953 14 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 125.02 129.352 0.0334946 146.446 0.146308
28183953 15 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 124.338 127.541 0.0251105 156.894 0.2075
28183964 1 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.021 123.594 0.0127239 150.541 0.189445
28183964 2 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.386 122.309 0.0075416 145.455 0.165472
28183964 3 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.592 125.582 0.0238121 151.242 0.189435
28183964 4 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 124.84 128.325 0.0271546 169.927 0.26533
28183964 5 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.188 126.124 0.0312046 136.705 0.106193
28183964 6 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 124.186 128.079 0.0303947 146.938 0.154841
28183964 7 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 131.467 148.01 0.111773 160.683 0.181824
28183964 8 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 130.419 143.197 0.0892286 169.5 0.230565
28183964 9 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 123.095 127.336 0.0333058 141.358 0.1292
28183964 10 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.055 122.279 0.0100061 169.963 0.287754
28183964 11 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.528 124.165 0.0212417 144.389 0.158333
28183964 12 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.996 125.972 0.0236284 152.892 0.195541
28183964 13 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 124.257 128.893 0.0359674 182.912 0.320675
28183964 14 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 122.397 125.332 0.0234158 136.931 0.106142
28183964 15 swarp-0.dax cori.xml 1 1 24 576.387 0.117647 2.32143 121.528 123.783 0.0182157 167.666 0.275178
28183924 1 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 114.758 117.996 0.0274409 137.871 0.167644
28183924 2 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 114.483 115.21 0.00631037 131.694 0.130688
28183924 3 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.757 114.221 0.00406363 123.904 0.0818967
28183924 4 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.92 115.766 0.0159468 162.784 0.300176
28183924 5 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.497 112.965 0.00471507 126.201 0.100664
28183924 6 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.811 113.291 0.00458841 127.987 0.11076
28183924 7 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.631 113.719 0.000769459 137.981 0.176474
28183924 8 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.932 115.676 0.01508 124.163 0.0823982
28183924 9 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.285 115.036 0.0152186 159.373 0.289179
28183924 10 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.796 113.967 0.00149647 130.249 0.126319
28183924 11 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 125.249 131.561 0.0479782 164.987 0.240855
28183924 12 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 124.554 140.285 0.112134 157.325 0.208302
28183924 13 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 120.348 131.365 0.0838617 167.319 0.280728
28183924 14 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 114.461 118.785 0.0363965 136.048 0.15867
28183924 15 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 113.822 114.81 0.00860217 126.2 0.09808
28183942 1 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 137.135 152.032 0.097991 173.388 0.20909
28183942 2 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 134.129 146.135 0.0821565 174.088 0.229529
28183942 3 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 131.084 155.133 0.155023 190.71 0.312654
28183942 4 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 133.157 146.102 0.088604 157.966 0.157055
28183942 5 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 139.278 153.399 0.0920548 178.379 0.219203
28183942 6 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 133.484 144.085 0.0735754 160.315 0.167366
28183942 7 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 146.246 164.044 0.108496 188.21 0.222965
28183942 8 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 285.844 376.737 0.241263 399.676 0.284811
28183942 9 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 167.662 199.755 0.160664 209.377 0.199237
28183942 10 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 145.356 161.731 0.101248 167.431 0.131845
28183942 11 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 140.641 157.027 0.104355 179.434 0.216198
28183942 12 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 136.668 149.616 0.0865427 165.17 0.17256
28183942 13 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 131.18 141.208 0.0710148 177.821 0.262291
28183942 14 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 130.552 139.272 0.0626081 187.078 0.302151
28183942 15 swarp-0.dax cori.xml 1 1 44 1131.41 0.117647 2.32143 131.766 141.288 0.0673997 163.866 0.195895
28183970 1 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 124.014 129.027 0.0388508 154.955 0.199677
28183970 2 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 124.28 130.474 0.0474735 171.062 0.273479
28183970 3 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 120.094 122.37 0.0186008 129.764 0.0745217
28183970 4 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.846 126.263 0.034987 148.843 0.18138
28183970 5 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 127.316 133.282 0.0447592 159.822 0.203387
28183970 6 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 130.952 148.46 0.117928 163.272 0.197951
28183970 7 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 125.337 138.217 0.0931839 169.531 0.260681
28183970 8 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 123.838 129.248 0.0418574 142.373 0.13019
28183970 9 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.078 125.035 0.0316508 171.737 0.294979
28183970 10 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 122.934 128.256 0.0414971 145.67 0.156079
28183970 11 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 120.102 124.71 0.0369456 133.775 0.102208
28183970 12 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.085 126.102 0.039785 161.087 0.248325
28183970 13 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 120.517 122.954 0.0198222 141.092 0.145823
28183970 14 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.612 124.251 0.0212419 134.205 0.0938353
28183970 15 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 126.58 132.736 0.0463776 180.378 0.298252
28183959 1 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.965 123.622 0.0134083 139.25 0.124129
28183959 2 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 120.971 122.256 0.0105137 141.991 0.14804
28183959 3 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 120.484 123.448 0.0240071 138.375 0.129292
28183959 4 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.818 124.597 0.0223036 133.482 0.0873825
28183959 5 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 119.902 122.617 0.0221425 134.666 0.109633
28183959 6 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 123.869 127.926 0.0317181 160.846 0.229893
28183959 7 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 137.236 155.776 0.119021 174.742 0.21464
28183959 8 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 131.61 145.646 0.0963747 174.273 0.244807
28183959 9 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 124.389 130.261 0.0450764 146.38 0.150231
28183959 10 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.88 124.073 0.017678 154.396 0.210605
28183959 11 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 119.911 122.159 0.0184027 135.662 0.116104
28183959 12 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 121.526 126.311 0.0378772 164.928 0.263157
28183959 13 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 119.288 122.548 0.0266083 148.011 0.194064
28183959 14 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 122.599 125.628 0.0241106 164.762 0.255899
28183959 15 swarp-0.dax cori.xml 1 1 28 672.451 0.117647 2.32143 119.95 123.657 0.0299788 152.719 0.214572
28183920 1 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.621 119.13 0.046246 125.334 0.0934512
28183920 2 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.095 115.609 0.0217455 121.857 0.0719074
28183920 3 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.318 116.363 0.0261686 141.194 0.197428
28183920 4 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.222 113.629 0.00357789 153.081 0.260377
28183920 5 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.45 117.349 0.033224 132.272 0.142297
28183920 6 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 112.975 113.719 0.0065412 155.014 0.27119
28183920 7 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.232 113.684 0.00397416 137.887 0.178808
28183920 8 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 112.988 112.39 0.00532037 126.186 0.104592
28183920 9 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.657 115.477 0.0157542 149.121 0.237816
28183920 10 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.378 115.12 0.0151271 139.188 0.185428
28183920 11 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.48 116.443 0.0254484 141.392 0.19741
28183920 12 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 113.36 114.885 0.0132744 129.589 0.125234
28183920 13 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 125.094 133.875 0.0655883 153.925 0.187301
28183920 14 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 124.336 143.073 0.130966 182.082 0.317147
28183920 15 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 116.441 127.302 0.0853145 141.637 0.177889
28183938 1 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 137.214 150.703 0.0895054 176.901 0.224347
28183938 2 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 133.686 146.835 0.0895481 161.128 0.170308
28183938 3 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 131.473 142.369 0.0765388 152.352 0.137047
28183938 4 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 132.134 141.456 0.0658983 177.545 0.255772
28183938 5 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 145.061 163.922 0.115062 186.427 0.221887
28183938 6 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 136.802 150.822 0.0929607 166.828 0.179982
28183938 7 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 143.554 161.456 0.11088 179.275 0.199256
28183938 8 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 271.693 357.505 0.240032 383.976 0.292423
28183938 9 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 181.957 226.228 0.195692 240.065 0.242048
28183938 10 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 147.007 165.04 0.109265 188.035 0.218192
28183938 11 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 141.506 157.733 0.102877 175.881 0.195443
28183938 12 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 138.059 154.09 0.104036 163.679 0.156527
28183938 13 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 132.213 144.212 0.0832035 149.734 0.11701
28183938 14 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 131.838 142.485 0.0747241 167.679 0.213747
28183938 15 swarp-0.dax cori.xml 1 1 48 1227.47 0.117647 2.32143 132.179 143.835 0.0810341 157.414 0.160309
28183954 1 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 128.199 133.401 0.0389975 138.376 0.0735459
28183954 2 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 132.74 140.252 0.0535609 157.338 0.156342
28183954 3 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 127.538 134.777 0.0537161 165.662 0.230135
28183954 4 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 128.193 136.89 0.0635315 162.719 0.212184
28183954 5 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 129.751 137.329 0.0551815 170.259 0.237919
28183954 6 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 138.196 151.29 0.0865541 170.47 0.189326
28183954 7 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 144.03 165.688 0.130721 179.067 0.195665
28183954 8 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 136.699 155.196 0.119184 164.86 0.170818
28183954 9 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 129.694 139.341 0.0692338 147.183 0.118824
28183954 10 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 128.054 135.657 0.0560436 147.816 0.133688
28183954 11 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 128.164 136.639 0.0620266 147.485 0.131002
28183954 12 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 130.779 140.078 0.0663854 165.433 0.209473
28183954 13 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 128.038 134.269 0.0464071 139.836 0.084367
28183954 14 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 125.732 132.539 0.0513628 141.853 0.113645
28183954 15 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 131.386 140.883 0.067416 177.323 0.25906
28183966 1 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 119.047 121.246 0.0181389 148.712 0.199479
28183966 2 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 119.858 121.847 0.0163213 151.129 0.206918
28183966 3 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 120.418 123.888 0.0280056 146.078 0.175659
28183966 4 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 120.139 124.664 0.0363035 135.844 0.115613
28183966 5 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 117.906 120.795 0.0239177 132.888 0.112741
28183966 6 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 118.966 124.88 0.0473611 134.76 0.117198
28183966 7 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 129.186 138.148 0.0648745 151.113 0.145104
28183966 8 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 127.824 144.224 0.113714 162.907 0.215354
28183966 9 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 121.884 133.314 0.0857375 160.739 0.241726
28183966 10 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 120.839 127.177 0.0498378 144.39 0.163107
28183966 11 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 119.017 122.71 0.0300982 161.793 0.264389
28183966 12 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 120.91 126.253 0.0423214 133.192 0.0922125
28183966 13 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 119.287 124.02 0.0381647 143.866 0.170851
28183966 14 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 118.554 122.029 0.0284712 143.778 0.175434
28183966 15 swarp-0.dax cori.xml 1 1 32 768.516 0.117647 2.32143 119.702 123.222 0.0285591 148.271 0.19268
28183921 1 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 116.117 112.786 0.0295323 138.016 0.15867
28183921 2 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 116.974 113.839 0.0275352 144.778 0.192049
28183921 3 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 115.933 112.331 0.0320672 134.077 0.135325
28183921 4 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 116.552 113.156 0.0300063 151.149 0.228893
28183921 5 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 115.471 111.513 0.0354895 117.896 0.0205726
28183921 6 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 116.543 113.146 0.0300216 160.907 0.275713
28183921 7 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 115.953 112.423 0.031397 133.167 0.12927
28183921 8 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 115.426 111.696 0.0333987 141.008 0.181424
28183921 9 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 114.994 110.964 0.0363151 128.724 0.106665
28183921 10 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 115.164 111.042 0.0371241 121.962 0.0557383
28183921 11 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 126.325 128.531 0.0171604 142.033 0.110595
28183921 12 swarp-0.dax cori.xml 1 1 20 555.024 0.117647 2.32143 126.487 129.142 0.0205585 142.664 0.113395
