NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 99.4509506225586 10 99.4509506225586 1.0 0.5232812769827433 0.004046 0.114839 190.052568278376 0.2271913887030217 0.0004046 0.0012794575413041262 0.011483899999999998 0.0157375874365235
