ID START END FITS NB_PIPELINE NB_CORES AVG PIPELINE BB_TYPE BB_ALLOC_SIZE_MB TOTAL_NB_FILES BB_NB_FILES TOTAL_SIZE_FILES_MB BB_SIZE_FILES_MB MAKESPAN_S WALLTIME_S STAGEIN_TIME_S STAGEIN_WALLTIME_S RESAMPLE_TIME_S RESAMPLE_WALLTIME_S COMBINE_TIME_S COMBINE_WALLTIME_S STAGEOUT_TIME_S STAGEOUT_WALLTIME_S
28183915   Y 1 1 1 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 113.90399224187806 137.851007007 0.00047500384971499443 0.136021851 91.021 110.592499351 20.978 24.266542381 1.9045172380283475 0
28183915   Y 1 1 2 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 114.46207000582106 122.657066075 0.0009219448547810316 0.133573303 90.902 97.652611253 21.907 22.802625626 1.652148060966283 0
28183915   Y 1 1 3 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 115.19478602403217 120.664783157 0.00020755804143846035 0.093686837 92.884 94.469658863 20.832 24.227814821 1.4785784659907222 0
28183915   Y 1 1 4 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 114.49482565297187 125.068422501 0.000316103920340538 0.12816444 90.468 91.452560276 21.423 30.41113533 2.603509549051523 0
28183915   Y 1 1 5 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 115.20734729205259 124.601341263 0.00018440396524965763 0.101136185 93.39 96.276040209 21.29 27.271612036 0.5271628880873322 0
28183915   Y 1 1 6 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 115.25609328122623 125.35285313 0.00018470920622348785 0.091247695 90.571 97.952246952 21.056 23.238793043 3.628908572020009 0
28183915   Y 1 1 7 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 117.27924824709446 141.296387724 0.0003526580985635519 0.156462306 93.772 95.145417589 21.119 43.088077366 2.387895588995889 0
28183915   Y 1 1 8 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 116.36617263382672 146.532391179 0.00027624890208244324 0.150261367 93.062 100.667379218 20.769 42.777588579 2.53489638492465 0
28183915   Y 1 1 9 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 112.28257265798375 125.022741017 0.0002858079969882965 0.102979083 90.901 101.753987713 20.953 22.31901318 0.4282868499867618 0
28183915   Y 1 1 10 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 113.86215681500919 126.222149015 0.0003435120452195406 0.103153322 90.696 100.735117471 20.657 21.925568994 2.508813302963972 0
28183915   Y 1 1 11 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 112.88633140909859 159.949343902 0.0004023769870400429 0.11030514 91.319 102.198471292 21.007 56.41995871 0.5599290321115404 0
28183915   Y 1 1 12 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 114.2398541520834 120.871850183 0.00035939901135861874 0.09842614 90.664 95.018358048 20.809 21.729405117 2.7664947530720383 0
28183915   Y 1 1 13 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 112.86208025201597 135.146484141 0.00034667598083615303 0.083444334 90.694 105.254298252 20.772 28.041248726 1.395733576035127 0
28183915   Y 1 1 14 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 112.7392549240198 122.93715984 0.00027382001280784607 0.08882565 89.739 95.525388095 20.518 24.457475703 2.481981104006991 0
28183915   Y 1 1 15 0 PRIVATE 201.39999999999998 32 0 768.515625 0.0 111.97161189469509 128.692440797 0.00036532781086862087 0.091135375 90.627 95.424835455 20.843 32.047082121 0.5012465668842196 0
28183933   Y 1 1 1 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 138.8272756195478 151.188432386 0.0012937053106725216 0.100250173 103.649 105.189107678 33.617 43.91816885 1.5599819142371416 0
28183933   Y 1 1 2 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 146.35252670684457 157.610150837 0.001305535901337862 0.129723385 107.825 114.225833224 37.009 41.209953902 1.5172211709432304 0
28183933   Y 1 1 3 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 144.05280176300556 163.00596198 0.0007734717801213264 0.103458123 107.263 124.686909914 35.292 36.197535206 1.4970282912254333 0
28183933   Y 1 1 4 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 137.0744122324735 187.417543424 0.000859506893903017 0.095589374 102.571 125.457863565 33.155 60.114826257 1.3475527255795896 0
28183933   Y 1 1 5 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 136.3703903293498 148.916057427 0.0010472671128809452 0.096799246 100.956 105.530175386 33.991 40.079563724 1.422343062236905 0
28183933   Y 1 1 6 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 147.51512755512817 166.798329387 0.0011462639085948467 0.126379738 104.279 110.571857787 40.01 52.37453442 3.224981291219592 0
28183933   Y 1 1 7 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 158.2103763909526 194.809982157 0.0013575837947428226 1.214199995 113.642 122.991822224 41.635 66.762348584 2.932018807157874 0
28183933   Y 1 1 8 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 151.9089529776126 166.304208624 0.0017379499040544033 0.160792726 114.19 116.785370393 36.298 47.462260102 1.4192150277085602 0
28183933   Y 1 1 9 0 STRIPED 201.39999999999998 32 0 768.515625 0.0 156.99284772896394 173.285433583 0.0006284820847213268 0.135912406 108.574 109.621534592 44.824 58.778650612 3.59421924687922 0
