NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 100.09590816497803 10 100.09590816497803 1.0 0.5690457239979878 0.005912000000000001 0.126896 175.9013449072714 0.2333872207437405 0.0005912000000000001 0.001869538552691546 0.0126896 0.01747339757841426
