NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 99.96591663360596 10 99.96591663360596 1.0 0.6690406689886004 0.012379999999999999 0.113393 149.41680120092857 0.18799006671766766 0.0012379999999999997 0.0023966421417382184 0.011339299999999998 0.01714391543538277
