NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
16 0.010067939758300781 11 0.010067939758300781 0.9995263806005494 0.9418060290627182 0.020602 0.024252 0.010690035365690275 0.047625518011005445 0.0018729090909090909 0.002156606892993967 0.0022047272727272727 0.0021195057485606916
