NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 100.35259532928467 10 100.35259532928467 1.0 0.6877498399699107 0.007069 0.12418 145.91438557612042 0.1908382850452458 0.0007069 0.001512863983751789 0.012418 0.017384671447379537
