NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
16 0.010067939758300781 11 0.010067939758300781 0.9995263806005494 0.13960038300137967 0.011986 0.030660999999999997 0.07211971444377255 0.30549343120053274 0.0010896363636363636 0.0018694917102104127 0.002787363636363636 0.0018189677992052125
