NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
10 99.45108985900879 10 99.45108985900879 1.0 0.6241475979913957 0.007457999999999999 0.116115 159.33905726635479 0.19798682298494324 0.0007457999999999999 0.0015930605624255329 0.011611499999999999 0.015182025119272536
